GeneID	Length	Ngfr-P-3
100384868	2410	0
12941	5206	1
12937	5242	0
12939	5215	0
353235	5242	0
192161	5341	1
12943	5242	0
12942	5254	0
192164	5254	0
353236	5296	0
353237	5422	0
100038509	2238	0
93872	2457	0
93873	2775	0
93874	3787	5
93875	3719	8
93876	3533	7
93877	2319	4
93878	3506	17
93879	2340	10
93880	3055	1
93881	2841	1
93882	3615	4
93883	3034	8
93884	3693	2
93885	3438	14
93886	2795	5
93887	5271	24
93888	3270	27
93889	5039	15
93890	4714	15
93891	3397	10
93892	2712	3
93893	3067	19
83885	1346	12
24074	3302	619
666693	1784	183
320513	2991	41
93709	4537	36
93710	4537	20
93711	4692	22
93699	4498	56
93712	4534	47
93700	4629	98
93713	4540	78
93714	4540	71
93715	4660	136
93701	4480	54
93716	4730	30
93702	4522	35
93717	4717	47
93703	4684	194
93722	4534	351
93704	4531	146
93723	4714	184
93705	4618	26
93724	5080	83
93706	4687	1256
93707	5024	52
93708	4708	23
13367	4378	6897
15183	2005	1712
225392	1767	9
319262	4227	427
106952	5499	70
75599	3902	3065
73516	1931	38
66839	2404	2062
53601	5587	0
56736	3517	2211
26384	2300	276
65113	937	2976
24066	4590	128
381155	3867	0
100503571	114	84
14164	3909	4546
545253	2187	2
71302	7899	1697
100503620	3888	34
14815	6329	5242
18459	2586	0
67180	2329	1186
73001	742	0
383348	1365	0
100628617	83	0
77619	724	19
332309	1120	0
269016	4784	1908
69401	763	1
107045	3806	2391
100042757	416	27
225432	6266	2619
18998	1146	0
56070	4409	3937
100503707	463	0
240239	1633	7
72930	2276	480
269019	3765	4
22240	2328	1410
100862305	880	2
100042074	888	2
100042807	2419	565
76217	3511	8
20730	422	2
117158	842	54199
225443	748	12
72432	4765	662
433178	566	0
433180	587	0
78242	891	0
100042855	258	0
77424	593	0
433181	746	0
18169	2567	0
58916	2207	0
70640	8643	1904
328949	8427	1069
626275	2364	38
240255	6299	989
100503745	360	0
140492	2046	3
107003	2407	0
28105	4851	36
69391	711	0
225467	2736	820
240261	2801	282
72076	883	1
240263	2866	1613
225471	3264	8
66676	3452	3642
13664	2879	3711
100861902	966	0
12583	1530	663
67526	2492	1768
11777	1479	35
100505012	873	0
74574	3219	0
381142	2247	1
69456	1550	560
20358	6894	5
77668	676	0
328953	1523	0
414127	1332	0
433182	1758	191
383326	1255	1
67321	377	0
68857	3145	121
76609	702	0
240283	12211	4066
106869	3568	3465
100861953	436	425
15488	2685	2150
225497	1342	0
67365	1044	0
71373	2224	0
100503876	2835	0
67634	1461	0
67222	1463	504
16948	3604	519
66758	1930	9
78414	477	0
14625	1915	0
67847	3984	71
67804	2013	3631
69226	1894	704
19038	1286	2324
225518	2601	4
100502945	2306	3
225523	4554	1630
70425	4394	1289
77433	2228	0
328957	1840	1
269023	6112	7080
107022	2605	9017
110695	3199	1902
56698	2048	1123
67343	564	0
16906	2843	2413
320253	1754	346
100038410	4259	23
77422	2416	425
100502981	177	1
70417	7514	0
73137	4801	1899
100503007	2822	0
629147	1472	0
74916	961	0
75444	967	0
75084	3432	0
70157	458	2
100503033	2963	0
20496	6520	2530
100861812	500	0
14119	10480	98
225579	2598	0
66307	2563	1360
240322	4666	0
225583	1943	1
78923	3882	21
240327	2648	29
225594	2838	10
240328	3297	20
60440	3128	199
667597	1701	90
106878	1986	822
67665	3714	2688
66810	2079	2084
170947	3397	5
104027	7113	4138
328963	3083	0
15531	6085	5517
20044	597	11169
16149	1415	4928
100628611	88	6
21453	4630	1844
545260	1722	1
12322	5358	5
240332	3343	0
12590	1750	0
18596	5413	0
12978	3875	717
106894	5199	2204
13521	3863	1961
225600	4230	5
170826	3656	257
723889	66	0
442846	1808	0
328967	3234	18
93687	2013	8084
545261	619	36
328968	1357	7
387163	70	0
387161	63	0
56069	692	0
240334	2017	272
17714	4046	1223
68982	1865	153
106877	3403	1021
319713	4563	1566
225608	4540	57
100861847	295	0
11555	2144	6395
225609	980	28
15562	4657	0
107035	4398	2786
328971	1135	1
408198	258	0
100038417	795	0
78449	2133	0
494504	2799	1503
108123	3482	1247
667742	10724	6
53382	2558	2714
104082	7109	964
73588	664	0
100503391	300	0
20451	6280	0
225631	13391	0
14151	2901	1753
70223	2650	3840
54670	6440	2382
629480	861	12
83814	8626	3503
100503467	6465	2
387231	66	0
225638	7250	0
240354	5008	1260
328977	5503	885
319888	3431	1
66286	770	685
225642	863	0
19434	1669	0
360222	2547	0
225644	1756	1
70361	3714	3115
320924	5742	1
751558	70	0
100503546	2087	0
58801	2654	1535
100503565	4892	10
17202	2768	0
100503582	1379	0
14680	5761	430
67064	2529	2450
225651	2007	506
114663	1386	273
338360	2623	20
12683	1164	0
67951	1744	1028
69597	3058	2255
225655	2167	0
68166	5083	214
100504629	507	16
225659	3979	376
107047	1059	302
100861930	351	0
19255	8404	1662
72124	4121	2423
75286	580	9
70799	8093	1355
52662	2493	602
108654	9654	2232
67897	5008	913
17203	1162	5
17200	1570	0
78931	2322	0
100504650	683	0
21413	7681	1995
100504669	921	0
381175	1525	364
80718	7120	3020
75577	1227	0
269033	2291	43
170461	1402	2
26447	2870	348
17191	1850	2811
13176	10325	0
100503674	5182	0
240396	4080	3546
17128	3341	3640
114615	4971	704
107029	2455	791
71263	2191	4
225724	4614	3
77855	1269	0
66468	2669	67
74322	2537	2132
17190	2672	1270
74453	2108	5
17919	6647	1430
73606	1932	0
100217466	62	1
52538	1500	2980
16891	3787	21
319195	775	313
100217457	55	10
407819	1047	1258
69190	2471	1179
100503117	1204	1
17131	4441	1797
269037	6192	857
100038353	2301	0
207259	4572	1809
73009	1016	4
17126	9142	3417
664805	3141	0
66191	1394	833
76987	3668	791
71206	1673	28
17344	5433	1846
225742	2103	0
240411	6595	0
225743	7300	0
212163	3418	1096
100503152	3923	18
67640	1262	9
225745	1004	183
11946	2432	21462
619308	2893	7
19201	2262	307
100502841	9672	1485
620235	1029	0
108052	3995	33
27411	5147	0
240427	9955	3844
100861811	246	0
100861819	246	0
100861827	246	0
93737	3143	2156
240442	4188	1274
100502902	2708	2
68731	1339	275
27366	5620	3380
66255	1258	47
66943	4866	1680
240444	2815	3
67655	3685	1269
100039348	1734	0
18018	7433	719
50771	5432	2704
20689	6903	565
100628596	71	0
14427	2871	0
17196	6718	6365
329002	9473	2787
100628586	60	0
76961	627	0
329003	7817	2735
75853	987	1
76995	681	0
70960	522	0
110796	5814	3281
225791	3321	1663
240476	7909	952
338403	2829	0
66054	2051	1199
433208	1572	0
240479	2153	0
100503964	2073	0
109672	749	7684
50764	1586	1
67105	1315	414
665402	818	79
246317	3531	3
12405	2201	0
54607	3210	1439
246102	7269	853
225825	2487	0
623279	996	0
67988	4611	2796
70011	395	0
20589	5562	467
353242	992	413
12894	4301	5129
17771	3298	1
14419	699	1
52036	4957	6411
16973	5172	4345
72056	1882	689
225888	9112	4551
12660	5361	3619
27060	3304	2378
225887	963	1567
67689	1832	236
54445	2266	1477
73458	1999	2
621603	2161	310
71670	1505	157
109575	1778	1
66387	786	285
60425	1397	192
17995	1572	2901
14870	744	805
14869	752	94
225884	683	26
29866	1291	0
52004	911	1224
18739	4609	1393
11632	1347	1000
66990	1518	1748
73660	1433	9
269053	3925	6
23789	1844	3973
19265	846	13
58988	1491	714
107239	3968	17
100502789	3877	0
108995	1759	8
19045	1363	5401
19367	2046	310
100861918	802	4
56708	818	341
69745	913	243
100861921	575	3
245857	2728	3818
68423	2141	392
110355	3182	3975
225876	7268	6401
11854	1338	511
319314	1193	7
171180	3277	22
69861	1167	0
18563	4272	2605
225875	2919	1528
19671	1446	854
381196	2262	7
20743	8235	1851
100861931	442	0
66704	1829	394
19653	2586	554
56275	2809	1550
12460	1057	683
399599	3163	6
56464	1975	1343
11474	2855	3
70605	2562	207
52028	5597	669
75221	2683	2128
240518	1937	60
66419	2882	465
225872	3277	1
13340	2473	119
108902	2035	537
107392	1338	916
225870	4176	1808
70445	2563	2
381199	3945	41
68090	1493	878
12794	1237	31
76308	1835	4338
16594	3054	1638
107975	4342	2428
319322	3233	7273
100861943	445	18
545276	2422	3
225865	2061	0
73720	3951	8
23825	821	1369
69860	2469	869
20227	5091	2252
414115	1734	20
78306	1778	1
74931	2106	112
622178	195	0
66556	929	2531
107242	1546	996
14283	1705	549
240514	4401	781
58249	1240	869
13041	1232	4
58859	1842	286
71711	1993	511
12631	1184	10238
225861	1650	101
75555	1021	8
18426	2900	767
381201	3092	413
68209	646	275
81601	2536	2105
19697	2709	4045
20469	3868	614
104401	7264	5050
26403	3804	2116
16530	1117	74
114601	6447	1371
17826	1212	919
56390	690	324
100038547	2358	0
16998	5190	3936
78891	2637	2428
72289	6982	23742
100502960	607	1
66961	3177	7312
69595	903	3
67457	3166	1246
107375	1833	332
332359	2115	36
19708	2690	2249
104252	1491	448
18969	2872	437
381203	1897	0
12333	3191	5865
100502985	1966	19
100503014	333	0
74126	3656	2619
18120	1722	890
14109	815	170
29805	1262	334
73166	1479	237
68505	2631	1466
433215	537	4
81909	1235	717
67849	1906	155
381204	2238	13
66406	1374	308
69024	1541	1032
56327	869	680
74481	1372	7
622554	1613	23
170458	588	46
225849	2708	1408
100862017	431	0
329015	6340	2464
723957	86	0
387187	89	3
13660	3182	1909
100862023	322	0
240505	5994	9392
17283	3040	1554
26412	2466	1710
100503066	583	29
22668	4361	10025
19309	2844	27
19395	2193	2
18190	6660	4
100008567	733	1
20521	2255	0
56613	3106	1339
100502687	904	0
100628576	59	0
78317	4959	46
54683	688	2303
67674	1034	495
26379	2242	1145
67077	781	65
16528	1735	146
107173	2767	1419
12015	1452	1006
18797	4195	4384
18938	919	811
14227	665	721
22340	1282	674
57431	840	631
68323	999	379
107328	1144	226
108101	2587	432
20867	2173	3991
107227	1275	546
70494	4168	3
396184	5872	11
107260	1677	1655
12868	545	2526
100861619	359	1
70999	3275	836
104383	2013	35
13728	5075	5827
100503986	1016	1
68229	3618	851
654802	559	3
108899	4989	1620
20168	5030	4911
109168	6699	7185
225845	3523	447
56072	2755	157
66727	1044	0
207151	1984	0
236149	2007	0
171405	2152	0
434674	2004	0
236293	2208	0
319800	1997	0
19879	3510	0
18399	4026	0
402757	2745	5
12669	6290	47
17254	2958	9533
83673	476	2363
100127111	126	150
107071	1204	801
74307	380	3
56389	2264	2915
53319	2284	4977
66836	748	397
67706	848	618
225895	2499	190
100039957	2478	4
67710	868	784
75291	2071	46
70387	3470	1160
68693	5726	10145
14704	1699	20
14705	2210	1425
68852	2583	9
225896	1033	2801
107197	831	423
67531	384	18
100628605	76	0
66276	615	387
109077	3294	903
14376	3844	6038
100861648	492	0
72727	1584	1552
19881	1526	109
225898	3180	1592
100504651	1277	19
23942	3087	6571
70044	2750	848
67160	1565	3370
66395	18543	78048
22287	468	16119
66514	2274	544
621699	1661	530
623688	1554	0
16319	3217	1329
14319	866	21891
24115	2082	67
74760	2320	42
60527	3269	1871
56473	1508	2384
76267	3460	3769
14156	2215	387
69038	510	953
225908	5597	75
269060	5634	956
54525	6966	42
278795	2077	2
67752	1458	12
66072	3097	956
269061	3604	3656
68642	1096	296
72982	918	191
225912	2580	584
225913	2256	335
13194	4164	13113
71768	3540	0
75096	592	0
58803	1416	3
107305	2415	1198
12507	2069	3
403202	2115	3
12511	3034	1
65221	2345	76
98170	3489	2592
68539	1930	3680
28000	6333	3870
22786	1925	0
14764	2644	5
108673	3003	659
69826	1011	1
545279	1713	21
76002	1385	0
107350	775	302
64381	1082	112
69369	1194	0
69416	631	0
73466	1375	0
75138	1020	0
12482	2057	0
269063	945	0
383435	3624	25
109225	939	83
666907	836	1
64380	1723	5
60361	1259	0
73656	2053	31
100504727	1079	0
666926	1374	0
100502579	620	0
69774	1687	16
66607	1464	0
68774	1371	14
14126	1010	0
170813	1012	0
225922	673	0
170834	873	0
225923	807	0
14603	1532	1
94063	1134	477
20908	4980	1865
258938	948	1
258227	957	0
257938	1032	0
258405	930	0
225929	4221	1624
76303	4587	3979
258675	933	0
258676	942	0
258155	936	0
258805	1673	0
258674	936	0
258673	945	0
258677	954	0
258409	939	0
258683	939	0
258681	939	0
258680	1076	0
258682	948	0
258117	939	0
258679	948	0
258678	957	0
56093	3918	0
17476	4336	1012
207521	5770	2163
107373	3199	904
74333	1106	8
240549	1609	1
107146	1310	7
258692	1065	0
258693	4343	0
64697	1672	0
664779	3350	0
12803	1205	11
109910	5609	3691
107321	1673	46
258697	960	0
258694	945	0
258699	927	0
258698	930	0
433224	1763	224
258696	945	0
258300	945	0
258368	978	0
258700	933	0
258695	924	0
258687	924	0
258568	954	0
667271	1046	0
258684	924	0
258299	939	0
258688	924	0
258120	933	0
258121	924	0
258689	933	0
258686	927	0
258690	930	0
258231	945	0
258685	945	0
258123	945	0
258298	945	0
258691	1100	0
404339	948	0
258288	948	0
258629	948	0
258628	942	0
258098	951	0
258342	960	0
258992	948	0
258341	960	0
258991	1067	0
258736	945	0
258792	945	0
258097	936	0
258626	948	0
258793	951	0
258627	948	0
258151	951	0
21888	4555	1281
107272	2491	2778
208518	2549	542
100502653	1157	0
14682	5634	5072
595139	6361	38
14675	3383	2491
271564	11164	4001
14240	1515	0
353211	12512	17
14537	4707	1968
100502699	1441	0
54391	2482	1843
18552	9346	1377
20409	1714	2178
225994	1637	113
67383	2094	81
225995	1631	438
225997	6509	114
225998	9400	36
16952	1395	58773
68994	778	9
320092	1085	1
320155	2917	0
11668	2032	39343
26358	2060	4079
13409	4073	0
22682	7385	8593
14544	5417	1215
66206	1428	561
226016	2475	981
83921	6667	4103
226025	10717	5
100502872	324	0
387200	68	0
16601	3263	7652
100316672	121	2
226026	5868	1718
71738	3338	62
67483	868	1
72351	2064	317
791290	3167	572
319924	6632	13
381217	2548	283
75521	667	0
21873	4798	6822
14297	1095	226
18719	2526	128
68034	1696	570
226040	2462	0
226041	7981	0
14237	2345	0
226043	2011	445
76088	7810	4155
100042503	390	0
107351	5410	4277
50796	2251	3
240590	2391	728
100503074	474	112
226049	2337	3172
67155	6086	6300
70942	668	23
329047	618	0
22359	8308	108
100042588	579	0
240595	5077	0
52874	3462	1961
107372	2595	0
19726	9341	622
226075	3917	676
320176	1314	0
434460	762	30
20510	3708	188
381218	2152	31
74411	2882	674
67072	2517	1033
56248	2751	7289
67329	1247	9
100503337	664	3
59028	1803	540
724062	97	0
791409	1808	0
16452	5030	3320
27356	660	19
19773	697	0
67759	843	544
60533	3639	78
58205	3415	0
77779	2317	9
226089	6282	1602
226090	5394	1601
77836	461	0
240613	8026	3427
240614	4867	585
77125	2603	8
66745	2231	0
109113	3540	2220
104174	3756	1
625917	378	1
17195	1069	0
100503233	910	0
546723	804	22
13380	2245	0
19091	7378	8
625995	583	0
83410	3752	1181
78103	2854	0
69865	3828	0
54447	4823	1220
208449	4539	2398
67188	1641	59
17330	2619	1208
23972	3796	1092
67979	2813	3708
19211	8212	5075
67795	1630	124
100628575	90	0
628236	1197	0
381236	2721	694
668106	1231	0
668114	1197	5
100503559	411	0
329055	2236	1
67717	1353	1329
240633	2240	2
70166	1502	0
78753	2701	76
52024	1754	274
76630	1978	497
11475	1780	22
14102	1801	510
12642	1353	270
16889	2971	482
15958	3949	158
15959	1998	104
667373	2375	45
667370	2013	65
112419	3365	11
15957	2638	1041
240638	3870	350
75735	3692	664
723826	87	0
240641	5563	522
100316775	74	0
15566	3084	0
54364	1156	260
107765	1765	0
100502583	447	0
76073	1509	513
676676	1120	17
226098	4764	123
668215	2662	3
53412	2676	364
74493	6481	9426
72514	1756	102
107182	8509	4211
208922	5792	266
319931	1919	0
69104	5286	2154
77059	3243	1
15925	4976	5129
16551	4819	923
15242	1771	25
107371	2737	570
546726	1557	2
13082	1781	3
226101	7094	22987
619304	2755	1
74107	2778	384
107221	1393	856
19662	1297	194
110855	2967	1
70567	1400	645
56839	4259	303
240660	3471	1957
74055	9514	4198
57753	3977	1155
209478	4209	540
15201	3019	309
72082	1989	1
72303	1941	83
69888	1630	2
638988	1443	0
13095	1786	0
13097	2869	0
13098	1857	0
545288	1707	0
433247	1769	0
13099	1801	0
100043108	1770	0
13096	1824	0
404195	1772	0
107141	2932	0
226105	1709	0
54132	1505	4483
20411	6791	544
56454	3527	633
67590	2725	327
12495	4197	32
668310	3315	0
240665	3819	216
381223	880	0
72672	6840	630
17060	2097	746
100502752	2789	2
100861913	1651	0
21673	2130	0
226115	892	0
24087	3369	0
107358	6144	11514
83490	2615	37
627352	1048	150
212391	4663	545
381224	4852	488
20562	5238	7
100502871	2238	0
71085	5140	594
14296	2614	492
212398	2161	5278
107094	4320	916
18648	1832	174
66583	1622	542
74168	1838	590
72199	3965	1919
226122	1527	1020
56642	1100	7
67432	1635	29
66765	1401	2
226123	1816	128
84095	3771	2190
69534	976	2330
277010	3077	2937
319740	5614	1551
54612	1900	7
71146	2984	2
100526549	89	0
72832	2616	0
52013	3979	1401
100861941	450	0
67573	5437	2330
74580	3119	79
100502892	400	0
192236	2754	735
100861965	813	7
100502913	2447	10
545291	2175	3
83674	5040	0
14718	2058	289
18089	2112	0
246696	1535	801
100502982	1993	24
93685	6050	278
226139	4798	1049
66388	1308	293
12780	5389	2
100038628	2043	0
71972	4882	1888
93721	1792	0
226143	2197	0
226144	3432	1333
12675	3500	2317
72502	3581	363
73689	898	220
329064	3321	2
30049	3470	2
20250	5453	7164
100628619	61	0
100502995	593	0
329065	3072	35
20249	4837	303
22423	3376	1
240667	3923	102
67264	641	1452
319594	6190	2404
18504	3029	0
73322	770	0
226151	6880	2404
73894	610	1
26456	4303	34
94067	1213	861
226153	3488	738
226154	2921	1573
100503041	3903	200
94280	2966	2870
107250	1380	58
21908	2030	0
16814	864	0
12234	6325	1423
100503332	947	1
56626	2336	288
100861983	584	0
226162	1353	553
30838	1946	1060
71232	1015	0
14179	1319	1
18150	860	636
100861995	635	4
76055	4797	7643
80906	813	84
71617	2896	806
20170	2696	346
16825	2677	4416
226169	5244	2806
70769	3636	2752
12686	1879	0
18742	1379	0
107338	6401	3825
100503392	1788	275
18034	3292	2116
73728	3900	581
68431	1348	92
67116	1941	998
751550	109	0
75579	788	29
75146	2280	208
54130	2742	4539
24069	2359	561
100862031	1751	415
100503435	901	48
93679	3241	4872
56350	822	945
94279	3213	446
226178	4105	2785
13074	1841	0
66439	2176	305
57344	1751	635
94219	3330	396
76952	4469	2807
226180	2271	1
71041	2098	630
226182	3258	337
66477	341	152
18572	6044	1896
72691	2049	180
546729	1047	3
18011	4412	20
14218	10464	11201
108689	1878	684
100503104	2765	49
20874	7030	10824
12821	5428	26964
100503480	1212	0
67788	1583	4639
100048534	5947	374
14873	1163	104024
68214	1394	410
414801	3766	827
381229	3345	1
66673	5634	0
58178	8088	2
16333	1036	0
100043450	1679	0
170750	2406	1866
78457	780	6
27360	4916	6285
69319	488	4
17859	5619	1344
76479	2125	1960
381232	5292	41
100503558	627	73
240672	1155	2548
100043462	917	126
13006	4851	3899
73713	6592	64
18569	2556	4882
100503593	710	0
100503572	2509	444
56392	4213	3260
11551	3801	131
14732	3828	1059
21684	2725	0
73707	3889	5
433256	3151	6887
66980	2289	1078
53611	3405	1062
77594	2496	2
21416	4553	1196
26930	2856	2
269094	2928	0
226243	2066	0
18175	5499	4
12369	2350	541
226245	2388	6
55947	4074	361
66866	3934	1299
11554	2491	1580
213993	2754	1192
83561	5443	0
240675	3882	11
226250	4075	328
226251	7073	3411
78120	391	0
320879	1954	10
226252	5630	1438
72133	6395	722
78073	1785	3
226255	6586	2011
14585	3224	5018
791347	450	0
75645	1086	0
69055	742	0
69060	1487	0
69166	1447	0
18946	1619	0
18947	1568	0
67507	923	0
73442	5733	41
100526480	87	0
100503848	864	4
226265	2567	30
71653	4081	1510
22326	1017	0
332396	3032	0
214084	3803	143
107368	7076	5428
329078	5023	0
13797	2598	0
72647	1827	0
100503908	900	0
74998	6080	1842
107376	2070	4
76539	2035	565
226278	1572	0
78832	5790	2478
332397	3928	341
13669	5176	11285
100217439	56	2
67894	2353	658
94281	2731	67
11757	1445	1014
14773	3168	218
414758	2753	540
633057	1624	37
12982	1849	252
100043120	363	0
633188	546	27
664787	1205	0
100038987	1603	0
114564	2719	0
100039029	537	0
100041708	834	0
546061	1443	0
100040974	1132	0
677525	1491	0
100041824	477	0
100503923	974	0
100041057	1473	0
671917	537	0
100041877	1940	0
100041903	891	0
269233	4146	2891
18108	1877	817
227522	1027	191
78245	535	2
99035	1509	0
104362	706	7
227525	6214	327
18686	515	0
64707	4282	154
50497	1791	974
100861945	1756	51
227526	3013	50
66540	3148	20793
100038349	3348	0
73489	434	0
209630	7468	797
100504349	555	0
67229	3413	2178
209645	3837	728
109079	5319	1695
16922	1474	706
100861976	655	0
381346	345	8
68527	884	0
70024	3494	119
71648	2413	363
74186	2663	17039
227541	7111	269
98828	1623	1735
53893	1590	462
791411	952	27
57743	2369	555
209692	3535	66
326622	5174	2762
227545	3625	678
100038358	2796	0
67856	1812	266
320132	2500	1
98910	4953	2267
14007	9522	2912
68144	6021	2
100038708	2541	1
791270	1242	0
73438	883	0
14462	3215	2
381347	4039	0
77682	737	0
100126244	2526	0
209361	4805	850
11949	1801	4175
16588	1379	410
16425	3122	296
209378	7928	13
353282	9136	11
100316806	119	0
735255	97	0
100526482	84	0
100124487	97	0
100316663	127	0
735286	73	0
735256	97	0
100316802	123	0
100316770	121	0
100124624	83	0
100526535	87	0
735257	73	0
100526483	87	0
100124642	83	0
100526485	87	0
100124625	83	0
100526536	87	0
100124626	83	0
100526552	87	0
100124627	83	0
100526489	87	0
100526553	83	0
100526491	87	0
100124643	83	0
100526538	87	0
100526554	83	0
100124442	82	0
100526494	87	0
100526495	87	0
100526539	83	0
100124474	81	0
100526496	87	0
100124447	85	0
723922	73	0
735258	97	0
100316701	98	0
100526524	94	0
100124495	80	0
100316668	127	0
100316831	125	0
18761	3313	1
77543	1034	0
100503147	1609	0
170768	5285	630
100038528	1684	0
76938	1534	1636
16184	4428	56
16169	1548	360
50755	3514	2333
320816	2356	764
241226	5782	10
338535	2773	0
100862047	666	0
66960	2333	673
19212	3620	347
227580	3163	95
20163	1412	1647
65969	11325	11
13434	2637	234
791315	2472	0
100862060	659	0
22352	1834	182
241230	3161	57
30963	1008	25
70957	800	15
20844	3690	2009
625286	3658	3
17533	5318	40
100124488	79	0
277468	2676	0
12296	4450	226
625342	1981	20
74455	4776	303
75869	3594	1479
67448	3205	2112
100504058	4190	1
75069	485	0
74103	2980	528
68231	525	0
77940	3645	62
100034739	3329	15
72668	4363	58
17354	5444	2506
641254	1957	24
13418	8585	1429
100504159	3076	0
12238	881	1116
12151	3594	1289
381350	1651	0
18718	3471	369
100504170	2231	0
74629	1486	2
70882	2995	3
76467	1190	269
19213	1508	0
70909	2004	1
100041244	2092	30
71198	2529	2370
433406	2790	47
791278	4341	0
208618	8041	7044
71435	6972	4624
433408	1385	74
71233	1199	95
208967	3899	364
241263	7143	0
100038625	2541	0
667663	5134	0
100041703	207	2
14417	5625	0
100628608	68	0
54519	2540	32
56075	1637	97
11308	3504	4485
74159	3810	2287
67121	4652	236
27377	4571	3670
70981	1842	3
18232	2579	0
76857	2858	435
100504187	422	83
140483	1640	208
227606	1379	0
69677	790	0
215257	1647	0
54448	883	0
54450	1951	1
215274	538	0
16181	2691	600
215632	4683	1078
18510	2527	6
100504544	533	6
12287	7290	75
77683	5049	2964
215705	1772	2697
67187	1231	476
67228	2952	338
107733	2423	445
241274	4589	333
100502743	1020	2
56876	2933	844
72090	2306	1
241275	1673	2
67122	2582	387
227612	3428	1436
58202	2637	2612
74472	1430	7
68222	1126	7
227613	1600	11307
142681	2054	0
329360	2021	3
67859	781	10
68846	1333	199
78797	4824	1700
227615	914	99
97031	2808	2687
68475	864	858
99152	3017	4031
78217	516	4
227618	1207	2164
14810	4230	46
320354	2894	75
100272219	1696	15
227619	3742	2906
83768	1655	791
227620	1690	793
72080	3121	60
12496	1937	284
18146	1473	1562
14347	1970	1
11305	8061	2431
100526555	56	0
69454	799	646
227622	975	495
19215	805	1
100503942	403	0
77701	716	0
69379	1038	20
30839	2359	1295
22030	2998	875
59022	669	1734
381352	3990	132
75454	583	588
381353	4684	15
227624	3155	3205
77058	1725	4
51875	1055	340
14133	1317	5
78076	653	0
13863	1041	0
620709	729	0
332578	1106	0
227627	713	0
107771	843	342
383678	732	0
16820	684	0
227630	652	0
620858	596	0
71103	1091	0
77704	839	0
227631	1289	0
227632	6102	3
227634	7978	3277
98766	3450	750
67991	7016	1430
109299	2683	1887
100504023	1970	0
16871	2208	0
227638	2449	825
77481	3129	37
329366	3147	4
67839	3623	334
52838	2923	704
332579	1611	16
227644	4491	1194
68112	2195	2282
66865	3125	1682
64436	4135	1518
227648	8739	6363
100125929	1647	19
18128	9489	9396
353156	1626	15
387145	73	0
67512	837	859
56279	1622	101
72091	742	63
100306955	139	2
100306954	132	1
329369	694	0
100039446	480	0
16821	774	0
80908	1779	0
20935	2568	697
20933	3466	1723
27176	864	3224
20930	1178	894
20931	1138	495
20932	2863	5486
279029	2169	1
227656	2281	1253
279028	4580	10
381356	3474	1086
227659	2136	8
66139	1493	0
77794	3242	0
109349	2946	0
329371	4020	0
13166	2282	0
192166	4558	76
22325	3482	2305
100504116	668	26
67382	5565	2892
140858	2900	2037
20181	5267	6984
12831	8402	6
100038452	2244	0
14134	1062	0
100862306	2634	0
100504177	3699	0
56177	3428	110
241289	5466	790
69327	804	53
118451	2079	778
227671	1335	2
19730	4020	4112
12613	2039	8
70239	2787	1022
14582	1822	1
64930	7697	1365
69987	671	8
68870	1570	9
100526498	74	0
269252	7127	1620
227674	3328	674
54422	3693	7
329375	1295	4
22130	4153	899
269254	10970	3664
171171	1770	278
76220	4292	274
68975	1232	466
107746	6347	3166
433416	629	9
227682	2576	407
227683	1987	398
26569	4008	1981
68205	2143	639
723904	97	0
70319	871	4
99151	2715	133
18286	4459	2797
74412	3108	1439
20740	8081	14030
71820	1807	634
56086	3101	1947
263803	2931	217
66220	1194	271
227693	4100	1593
70296	3470	1346
13804	1032	109
227695	1838	567
70266	1924	839
67350	435	8
241296	4254	1656
227696	1467	223
227697	2126	397
227699	5670	2709
227700	1725	3981
108958	3620	982
57170	2087	879
12908	4393	1393
100862338	484	12
110854	2577	3962
72500	1569	1181
78617	817	1
665635	896	0
100038700	2941	2
100526499	84	0
73598	1591	90
66617	1217	468
72323	2114	930
20204	1129	94
64292	3647	5740
30934	2997	1711
30931	1452	726
227707	1328	856
74270	4157	907
14269	5619	2140
320973	512	46
277463	3926	2081
14299	4036	724
665700	15679	1
11898	1631	90
100862380	601	0
320267	3740	1827
100504258	5391	0
381359	2471	0
227715	1635	674
11350	7179	5919
227717	2863	24
98970	4751	0
23928	5930	0
108897	2953	8
227720	8195	2911
100504305	1607	88
241303	4011	1
227721	1824	11
227723	10689	17721
99011	2825	638
22245	1951	675
72931	768	2054
99412	4442	3439
13429	3784	6
387239	110	0
68379	3294	2486
73737	657	337
16819	853	15
96979	1952	590
227731	3965	12963
71254	3173	191
98952	4217	4287
13481	861	850
227733	1473	1
20448	4368	35
50935	2585	44
11636	2365	165
13805	3572	15
100316776	86	0
14287	2263	1030
107951	3389	2131
100499514	82	1
100628606	73	7
27387	3681	85
70730	1119	0
30933	1536	886
338348	2674	10
329384	913	97
227736	1675	43
20910	4005	343
227737	3693	17257
227738	3982	744
269261	638	415
104367	118	56
56017	2083	450
99326	3387	261
241308	2738	274
26360	3444	143
241311	6602	387
71834	5090	944
16917	1219	0
100504399	3815	2
72543	4995	1806
320482	3653	3
100504427	1963	2
18516	2393	351
96990	1793	0
227743	3018	2976
66691	5966	3669
14828	2616	30053
227746	1858	342
30050	5698	1535
66998	2042	1233
77996	2312	24
74016	3743	139
22029	2325	43
15139	5448	4
98870	2358	28
26920	7792	2083
